One of the Worst Shows ever,1
Just another washed up comic,1
Typically slow as molasses TV filmed in Calgary,0
"Awful, I'll watch almost anything sometimes and this was unwatchable",0
...if they keep it up.. it will be one of the best of the genre,0
Boring...,0
What's up with the writing? Lost so much potential on poor script,1
Ok,1
Not One Likable Character to Be Found,0
[[(( ****like a mirror reflection of what goes on in my mind ****))]],1
Allison Scagliotti,0
A very realistic depiction of complicated human relationships,1
Eldon is not your Greg #2!!!,0
Excellent show,0
Santa Barbara,1
A complete waste of time. Pile of garbage!,1
Read the comics for 20 years,1
"Season 1: excellent. Season 2: pretentious, violent, and boring.",1
It's not the show that's described.,1
Season 3 jumped the shark,0
Amazing!!!,1
You will be pleasantly surprised!,0
Overly Repetitive to Me with My Very Few Laughs,1
OF COURSE it's about Tom-Kat!!!,0
Very very overrated,1
Campy & Dumb,1
stupid but somehow keeps your interest,0
Definition of cringe-worthy,0
You want to get a good laugh! Watch Tribeca!!!!!!!!!! What a breath of fresh air!,1
This is Astonishingly Good,1
Too Contrived To Be Watchable TV,1
Finish it !,0
Not that great,0
Let Darkness Reign,1
"I love it, but...",1
I really enjoyed it,1
"The best, most thought-provoking series I have come across since the twilight zone",1
"Scrap all the reviews, including mine.",0
"Charming and funny, and Andrea Martin is the key",0
Wishful Thinking for Some,0
Poorly orchestrated soap opera with predictable storyline,0
Fitzgerald wouldn't have written it; Stahr wouldn't have made it,0
"In the tradition of, ""Space Cop""",1
Clever,1
Disappointing,1
Alone Together,1
SMILF season 2 SO GOOD,1
Clawing Its Way Out The Boutique,1
A pleasant surprise in the form of a compelling story and its breakout star,0
The return of Ash...,0
Real Modernism,0
Pamela Adlon is great,1
"Crashing is certainly different, we have to give it that.",1
its a good TV show for young people,0
Best series ever.,0
There has never been a better Sci Fi show...,0
"Quirky, oddball and interesting",1
Best cable late-night entertainment on the planet!,0
Weird in a good way,0
Could've been great but ended up just plain awful,0
I managed to finish an episode...but it was difficult,0
"Bruce Campbell is back, baby!",0
"Great Fun, Great News",0
"Intrigue, well worth the watch......except one issue",0
Has a lot of promise!,1
Every episode the same,1
Disregard any 1-Star Reviews,1
Not enough women,1
early days but its still 24,0
I have no life...,0
I rewatch over and over,1
god awful,1
Hire talented writers.,0
I do not like laughter in the background,0
why the stupid series finale to an otherwise fantastic series,1
Typical and Clichéd,1
Liberal garbage,0
"Good show, But far from reality",0
"Season 2: Long, boring, confusing mess",1
It's kind of suck!,0
Nashville.. A great show until..,0
Best and the worst,1
Must see for Internet People.,1
Sense8 no Tw+le,0
"Fantastic Adaption Of A 'Must Read' Sci-Fi Classic, Good For Guys & Gals Alike",1
Had it but lost it,0
"Loses plot per episode, goes literally nowhere",0
"Some funny, others not my style",1
"Interesting idea, bad script and acting",1
Good solid show but lacks direction,0
Instant HIT - I want another,0
Unwatchable,0
"Innovative, but I keep asking myself, why wasn't this done ages ago?",1
I had SO much fun watching this,0
Hoping for more seasons,0
Pop Culture Thoughts - Season 4,1
Great Show!,1
it isn't House it's more like Breaking Bad in psychiatry,0
"If you remember anything from Zero Dark Thirty, then don't watch this",1
Thiis is bad,0
Note to self; DO NOT BECOME BILLIONAIRE : )...,1
Bland and derivative work,0
S1: 8 S2: 3,1
The worst episode ever!!!,0
The show entertains and keeps things interesting in a fun way.,0
"some work, some less work",0
We Want Season 4,0
Nails Nails Nails- Love it.,1
Over rated user reviews,1
Season 2 plagued with SJW syndrome,1
Dark Matter should not be canceled.,0
Tired Alan Ball dreck,0
Cancelled too soon,0
What !!!!!,1
Every 1st responder is embarrassed by this,1
Why this wasn't renewed,0
"One of the really amazing things about IMDb,,,",1
Crap,1
Is this a good representation of Dirk Gently?,0
Disappointing show,0
Compelling story of a bygone era,0
Good show,1
"Looks sumptuous, perfectly cast, can't wait to see more",0
"maybe it's not the worst TV show ever, but not half of what was expected",0
100% good show,1
Aren't comedies required to be funny anymore?,1
Brilliant ! Lost for words,1
#SaveLucifer #PickUpLucifer,0
"PC lectures is not humor; you would think Hollywood 'writers' would know this; too much coke, meth and horrendous 'bathroom' jokes",1
As a Newcomer - Not Impressed,1
So Real It Hurts,0
A throwback and I love it,0
At least I can say I tried,1
"Flawed, but still worth watching",1
Brilliant rich science fiction,1
Jon the Punisher,1
Hilarious!,1
Hard to figure out why it was not so much better,0
Corporate owned dribble,1
Addicting.,1
A nice surprise,0
Is it just me or is it trying too hard?,1
Very Disappointing,0
Casting blunder of the highest magnitude,1
Getting worse & worse,1
Don't Listen to Reviewers Who Only Watched Episode One,0
When spectacle eclipses story.,0
"Meh, far below 24...very predictable...",0
Worst TV show I've ever watched,0
Cute Show,1
"Started good first half season... After that: boring, unrealistic and weak",0
The Best show ever period thumbs up starz A+++++++++++,0
@midnight - shockingly awful and unfunny,0
Best TV Comedy since Roseanne,0
They put Patches through,1
Very enjoyable,1
So incredibly disappointed...,1
This show deserved a second chance,0
OUAT fizzles out,0
Try a different perspective and you will enjoy this series.,1
Survivor's Remorse is Barely Surviving,0
So. Good.,1
Fantastic!,0
Not Worth The Time,1
Great story line marred by some wooden acting,1
"Wow! Non stop action, deception, manipulation result in a winner for us the audience",0
Cancelled??? Bring it back!,0
Excellent!!,0
Oh. My. Gosh.,1
Love these episodes,0
The best show that you're not watching!!,1
New season and new American hosts are disappointing,1
"identity, psychotherapy and the rest",0
"Why didn't they call this ""All about CLAIRE""?",1
Superb! Ash is back and firing on all cylinders GROOVY!,0
Awesome! But sad it's ended,0
Some good episodes and some strange one,1
STUPID,0
Rick & Morty Best Cartoon Series For Mature Audience,1
Fresh and honest,1
Loved every moment and damn for a good laugh,1
Who writes these scripts?,0
Behind the Scenes of a Criminal mind,1
Fantastic thriller,0
43 minutes of my life wasted,1
So so show...in the beginning,0
This is what happens when mixing Weeds and Dexter,1
I wanted to like this,1
Cancelled? Just Why....?,0
"just ignore the negative reviews, and watch the show!",0
Binge watched it. Loved it!,0
casually funny,1
Meh,0
I weep for humanity...,1
Stellar!,0
I cried at the end of the final episode!,0
It's Not Great. But At The Same Time Not Bad.,1
Fantastic!,0
Excellent show that deserves a conclusion.,0
"One of the worst Netflix shows ever made, unless you like 4 hrs of dick jokes",1
Great idea and pilot---- magnificent acting,0
Interesting but a bit too many episodes.,1
Action packed and Riveting! An absolute MUST watch!,0
the giant orange mortar and pestle. I want one!,0
Taken needs to be taken off the air!,0
cliche show all around ... not HBO quality at all!,0
Needs some work...,1
Worth Watching,0
facepalm.,0
Hilarious,1
Refreshing new comedy.,0
not the best but not exactly sorry i watched,1
Who cares if he has a beard it's TV.,0
Immensely Unbearable,0
Binged on this Gem!,0
Wow - really hits the ground running.,1
I Want a ComeBack.,0
Fun and sexy little cute show!,0
First three or four episodes were promising,1
Only One Thing Right,1
I Can't Watch! I Must Watch!,0
Binge watched season one in record time,1
"Matt Barr's authenticity as a Military Officer in ""Valor"" is questionable...",0
Why I love this show,1
You will be pleasantly surprised!,0
Utterly superb and original,0
Mediocre Family Drama,0
"Love the show, get rid of Kelley",0
Sometimes it feels like watching singing competition,1
There is no way this concept is right for a TV show.,1
Gets better each episode,0
Bring It Back...!!!,0
So Bad it's Out of This World,1
Vile,1
Let's Call It As It Is... This Show is Slooooow and Even Boring at Some Points,1
"Its just like an MTV teenage reality show, but with pointy ears.",0
If you've seen it before ? don't watch.,0
Good pace ruined by infantile grasp of reality,1
A super fun history lesson,0
Eye-Opening,1
Tremendous Terrific Television...,0
An Excellent depiction of autism.,1
I have read the book,1
Season 4,1
Worst thing I've seen in years,1
Excellent! The perfect Netflix binge!!,0
Awkward,0
could have made it so much better,1
Is Nashville over??????,0
So disappointing~ WARNING May contain spoilers,0
"Zzzzz, is it over",0
Cheese Factor 10,0
"For a show about genius, it is profoundly stupid",0
Best Science Fiction since long time,0
"The average ""low budget, low effort, low inspiration"" kind of show...",1
Fans of the source material stay away,1
Sloppy but watchable,1
"Simultaneously glorious and repulsive; i mean, truly devastating at times",0
REVOLUTIONARY,0
Amazing,1
"Expect humour and quirk, not great detective work.",0
WHAT HAPPENED!?,1
"Not only the best sci-fi show, but the best among all TV shows these days!!",0
Am waiting 4 season 6,1
Season 3,0
"Has its moments, pauses and then more moments",0
Worst SF on TV in a long time,1
Too much war crap!,0
Re-imagining the Re-Imagining,1
Seems some reviewers take this far too seriously,0
Too much Miranda..!!,0
Very smart writing and laugh out loud funny!,0
"Dice, reloaded...A triple parlay hit on the Yo...If you shoot dice, Ya follow. :)",0
incomplete,0
I can only watch this show for about 3 minutes.,1
Enjoyable and amusing twist on the abduction genre,1
Bring back The Night Shift,0
Toothless and not particularly funny,0
Colleen Ballinger has brought Miranda to TV in the most amazing way!,0
"Far from perfect, but definitely worth checking out!",0
Not Quite What Is Was,1
"If you enjoy bad acting and shallow commercialized country music, this is the show for you",0
Also aborted after 3 episodes - Detached from reality,0
"I was slow to get into it, but now I love this show.",1
"Really good, then jumped the shark",1
Totally addictive,1
No spoilers...,1
Addicting!,1
I love it...it gets better and better,0
most overrated comedy series EVER,0
"Too many so called ""experts""",0
All attempts at something meaningful thwarted by extreme corniness.,1
Puzzled,1
I really liked it at first but....,1
Best Sifi I've ever seen! GOT of the future.,0
The Dieing of Hollywood,0
You gotta check this out!!,0
What was this???,1
Best sci fi show on TV,0
i like it,0
"Derivative, not funny. okay if you are 7 years old.maybe., even that is pushing it.",1
Hate this show,1
Hired cast of contestants.,1
"More heart than the standard ""sitcom.""",0
Lopez: Top Sitcom,0
Shaky cam and lack of sean bean makes this lack luster,1
"Started good first half season... After that: boring, unrealistic and weak",0
great,0
"Wanted to love, but stories are too drawn out....",1
"Laughable, Too Serious",0
Hurts so good....,1
"Laughing at him, not with him.",1
Super entertaining,1
Don't listen to all these negative reviews,0
Disappointing...,0
Enjoyed 6 out 0f 11,1
Just an observation,0
"I totally expected to hate this show, turned out to love it",1
Binged on this Gem!,0
ARE YOU KIDDING?,0
Unrealistically lucky,1
Very Pleasant to Watch,1
Just to much Social Justice,1
Awesomely fun,0
I am truly shocked at how brilliant this show was!,1
Condemned from the first minute,0
Really really disappointing,0
Don't take it so seriously,0
Feminist male bashing at it's absolute BEST.,1
Nice try,0
Going downhill fast,1
"Brianna, I love you!!!",1
Reprehensible- boycott this,0
Slightly Disappointed,0
A great drama about comedians.,1
Awful!,1
Different kind of comic,1
A blank Canvas of racism,1
Very cool. Wish they had this show when I was in HS.,1
Why are most of the singers finalist?,1
Repetitive rubbish,1
"Don't listen to the ""number 1 review""",0
The Orville is what the new Star Trek Discovery is Not!,1
refreshing change,1
sad,0
Ignore the bad reviews,0
"Two Enthusiastic ""Thumbs Up"" for First Episode",0
"Ewwwww. TIVO, Cancel my season pass!",1
Typical left wing stupidity,1
One word...terrible,1
"Good premise, horrible writing",1
Don't Know what this was,1
It's a NO for me,0
What a show! I laughed during every bit of it even the dramatic moments,0
"Is not for people older than 22, definitely",1
Loved it till season 3,1
Painful to watch,0
One of the few reasons I watch TV,1
Very Entertaining!,1
A future Cult Series,0
It's fun,0
Going to Miss Taken,0
A Hearty Welcome Back For ForThePeople,1
Such a great premise,0
A few home arrangements of my own,0
"Mediocre, but Promising",0
I do not understand what all the hype is about!,1
The worst program ever made!,1
"Not Tom Clancy, Not Jack Ryan",1
An unlikeable family 'Lost in a bad Script',1
The narrator is what made the show good.,1
Great to watch but unbelievable,0
"Awesome Pilot, Kiefer Sutherland superb, but all in all just leftwing propaganda",0
Watch and then Lament it is NOT Renewed,0
Every Story Must Stand On Its Own Merits,1
I got a bad feeling about this one,0
"Awful show, unsure how its so highly rated",1
"Fantastic show, on a par with Southland; Depressed",0
"Pretty to look at characters, not much else",0
Super cheese feast .,0
Like nothing else,1
Back to Where It All Strated.,0
Season 2 where are yoooou,1
Corky Hilarious Fun Time,0
Beyond Terrible,0
"Gong show,sucks",1
"Language, language, language",1
Absolutley terrible,0
Written for People Who THINK They're Smart People,1
New love story but not like 'DiNozzo - Ziva',1
Who's Not To Dislike,1
After this finale... i'm SHOCKED!,0
Amateurish and incomplete sketch comedy,1
Yer basic love/hate relationship - more hate than love by 2013,1
Entertaining enough to drag me into binge-watching,1
"So much heart, lots of laughs, and a bit of drama",1
Utterly Amazing,0
Don't be fooled by fake reviews,0
Great show.. puts a different twist on things,0
Terrible,1
Great dramatic portrayal of the deficiencies in American medical care,1
Thank-You Baby Jesus,0
"So bad it's almost funny, almost!",0
"Brilliant, Vintage GL",0
Haters Back Off!,0
How can this have such a high rating?,0
They said it not me......,1
Great story telling and good show,0
"A very smartly-written series, one of the more entertaining.",1
Extremely honest portrayal of being human,0
Stupid beyond belief.,0
The most amazing series I have ever seen,0
Extremely Likable,0
Love history but this lacks substance,1
Worth the watch!,0
Wish not canceled,0
The best show I have ever watched,1
Ultra-Conventional,1
High School Musial + Glee + John Green = Rise,0
"Amurika saves the day again, from problems they create",0
Just awful.,0
Keeps Surprising,1
Too much hatred and whine,0
It's good,0
Intriguing...,1
f---ing magnificent.,0
after watching a coupel of episodes of this its pretty great,1
Really? Really?,0
This is an example of TV show that producers don't know when to stop.,1
Really???,0
i can't get through 13 mins of the first episode,0
Watching all 10 episodes doesn't result in payoff,0
Old time TV series,1
Finding a way to make today's issue palettable!!!,1
Annoying Isn't the Same Thing as Funny,1
great show!,0
What a disappointment,0
racist.... even for Africans also.... especially Nigerians,1
"Great Show...If you like Breaking Bad, The Bridge, Narcos. This Show's for you!",1
puts viewer in a magic land ... where nothing ever happens...,0
AMAZING,1
The Voice eliminates the crap,1
Massive missed opportunity,0
Disappointing.,1
Awesome...great series. More needed.,1
Bad recommendation,1
Best new show of 2014,0
Worst story line . blind spot remains awesome in recent times,0
"What is the point of ""earning"" the right? Is there no redemption for Rand?",1
Boring,0
Not the best show,1
Love it,0
"Best ""hard"" sci fi I've seen since Battlestar Galactica",0
The interwoven-ness of a symbolic real life.,0
New will and grace,1
Poor Writing,0
A Disappointment that Promotes Colorism and Worse,1
Amy at last,1
"Over the top, but funny!",1
Agenda driven industry and dumbed down audience are destroying entertainment.,0
"Weird, hard to follow, but really, really great.",0
Disgusting,1
"Humorous thriller, quirky characters all with a human touch",0
Excellent!! very witty and sharp dialogue,1
Amazing !!,0
Well written. Thoroughly Entertaining,1
"More drama than comedy, but It's better this way",1
I used to like Ellen,1
Couldn't get enough!,0
Realistic? No. Fun and worth watching? Most definitely,0
Great Time Passer!,1
Totally unreal major character!!,1
One of my favorites,0
A hot mess,0
Great game show,1
"So funny, please bring it back",0
Good but totally LA and not San Antonio - Misses all the cultural marks,0
Huge Disappointement,1
Can Be Made Reality TV Show,1
Excellent -,1
fun little series,1
The Animated comedy show Adult swim did right!,1
Man Jonah TF UP!!!,1
Anyone can be a better president than Trump and anyone could have written a better script,0
Best show in the last few years,1
Campy fun,1
Worst show ever,0
Work in Progess,0
we need more cassidy,1
Hoping it gets better.,0
The best new show in years!,1
Promising new series with strong leading role,1
"Ambitious, complex sci-fi/mystery thriller; offers great world-building and perfectly paced storytelling",0
So good!,1
Everything you'd expect,0
Graves,0
"Good show , but!",1
Worst show on TV.,0
news flash true story,1
Not funny,1
"Started out interesting, went down heavily with every episode",0
Oh Valerie...,1
Really got into it - surprised by bad reviews!,0
Funny - if you don't take it seriously,0
Ah The 90's,0
Another Great Hit,1
Great Show = I loved it.....,1
Bunch of sore losers..,1
Enjoyed it but they can't google San Fran Police Inspector,0
Pales in comparison to Sherlock,1
I Love This Show,1
No sense,1
It is so bad!,0
I loved it,0
Excellent,0
Mood Swing,1
It's not good - but I still like it,0
"This show might have had the biggest impact on my life + in Russia, nobody thinks like this + I second Sarah on every statement...",1
This doesn't make a lot of sense,0
Loved this show,1
A good adaptation,1
One of the best shows on TV,1
Why all the hate,1
Loved it!,0
Risen from the Graves,0
Why is every show about the military full of crap.,0
"So good, I watched it all in one day!",1
Evil Dead Is Really Back,1
most overrated comedy series EVER,1
strong start got wasted....,0
Quality Fantasy TV Show.,0
I Love It!,0
Bechdel,1
Something off,1
The Disney Channel version of a female fashion entrepreneur,0
Great show with outstanding one liners,1
I wanted to love this...but,0
"S Calif family who's affluent, surfer, ""sex & drugs"" type lifestyle is supported by adept robberies of matriarch E. Barkin's sons joined by her 18 yr old ""straight A"" nephew",1
I Love America Dad!!!!,1
Started out strong,0
time travel none sense story with an obscene amount of violence,1
Americans from the 1990s coming to terms,0
Total garbage,0
Worst TV show of the decade.,1
Boring political Santa Barbara,0
A very adult psychodrama,0
Mediocre at best,1
not bad at all,1
Terrific Noir with an Electrifying Performance from Ethan Suplee,0
So much potential. Unfortunate. CSI Cyber for Demons. Sad,0
"Not everyone will understand it, but those who do will surely appreciate it.",0
Oh no.,1
Boring and just so bad,0
Trying and failing to jump on the anthology bandwagon,1
Mediocre,1
Celebrity Big Brother 2007...reflections a decade later,1
Well Done!,0
"Not Hokey, Just Piney East Texas Backwoods Backwoods",0
Hooked from the first scene,0
Strahan is awesome!,1
not too bad but not a big hit either ....,0
A very interesting and touching look at the life of student athletes,1
The wait was worth it,0
"Overall, Pretty Good. Starts Strong. Ends weaker.",1
Mixed Feelings,1
Cliché Characters and Underdeveloped Plot,1
Awesome and interesting series!,1
Alan Ball returns!,0
YEP...,0
"It Gets An ""Incomplete""",0
One of the BEST TV shows EVER!,1
I think we've got a dud here,0
Solid cartoon laughably overrated by a cancerous fanbase of loser 12 year olds and cringe worthy man-children,1
Awesome,1
Save Lucifer,0
It could have been great,0
Absolutely terrible,0
FOTB Review,1
I love this new show!,1
Best syfy!,0
"Half told, half finished",0
Good opening of a new spin-off,0
New and Exciting as far as I'm concerned.,0
My Review About the Voice! By Ava 6years old,1
Interesting content but a little too slow.,1
Don't Believe the 3.9 (What's wrong with IMDb?),1
Watch pass the first 2 episodes.,1
Disastrous TV program ever,0
Do Not Ignore Any Positive Comments!!!!!,1
Unsure whats with all the positive reviews...,0
"Political show, disguised as a failed reboot of Will&Grace",1
Tarji Show,1
Keep it coming!,1
Laughter Tracks from 2 Broke Girls put into the show,0
Simply Brilliant!,0
LOVE IT!! Bring Season 5 Back,1
Don't miss this!,1
Best animated series yet please read my review,1
Unwatchable,0
Luther is more than a crime drama,1
Excellent Talent,1
valor opens up with a bang...,0
Freaks & Geeks circa '96,0
-_-,1
Not what I expected: much better,1
Too noisy...,1
Preacher Pilot,1
This show is beyond awful,0
One of the most stunning shows on television,1
"Neuropsychiatrist, Dr. Eldon Chance,wants results for his patients, D helps get them",0
Another Great Show Taken Too Soon,0
The Chew,0
"SMART, INFORMATIVE, CAPTURING",1
"Very interesting, funny show, but only if you get it.",1
Where in the hell is the freaking seriousness in this show....?,0
The perfect antithesis of prestige TV,0
Absolutely PATHETIC,1
Near unwatchable,1
Appaling,0
Michael Strahan and celebrity guests' competitive attitude make the show,1
New season sucks.,1
What is with these reviewers?,1
Dreadful. You'll wish you traded up for a root canal.,0
Great show,0
I am in love with Hallmark series,1
Dumb,0
"Not a good start, but could get better",1
fans of strike back and seal team watch it,0
Amazing!,0
Enjoyable nonsense,0
Absolutely brilliant.,1
Rise rises to the occasion!,0
What took so long Syfy?!?,0
Netflix did a horrible mistake of cancelling this show.,1
"Braff is great. Supporting actors are forced, and uncomfortable to watch.",0
Exciting,1
i can't get through 13 mins of the first episode,0
This show is crazy,1
Too annoying to invest in.......,0
Another Spin-off,0
"10/10 It's not German Stranger Things, it is it's own thing.",1
On the better side of ok,1
An overproduced POS,0
Predictable and more of a means of promoting political agendas,0
Excellent & Captivating!!!,1
Time to call it a day,1
Jibe with the works of Terry Brooks,0
Not Bad,0
Season 2 Please!!!,0
I really like this show....,0
Devil - Get a Job!,1
Bosch is a 10 only cause the ratings do not go any higher!,1
Defeat does not exist in this Dojo!,1
Raw and real,1
No spoilers,0
Shockingly bad,1
"Great Documentary, Some Negative Stereotypes",1
Awesome show,0
Astoundingly Bad,1
Amazing story line,0
i do not like this kind of drama.,1
Not the San Antonio I know,0
"Positively Surprised, Loved it and want more!",0
Flatline......,0
Suggesting an International Competition,1
Fantastic parody of the grind-house films of the 1970s-1980s.,0
Extremely Likable,0
Thank God for great sci fi at last,0
Funny stuff but probably only if you can relate,0
Everything about this is 'just because',1
Loved season 1 and 2 and awaiting season 3,0
Less personal relationships and more action,1
More Hollywood crap catering to the young and tasteless,1
Cobra Kai blew away my expectations,1
Give it to the 4th episode before you judge,0
The perfect tv show,1
Unrelentingly stupid,1
"Pass, what else is on.",1
They chose the WRONG WRONG WRONG Carter brother to lead this!!!,0
pretty good,0
Not every show is Super!,1
"Critics love it and it's made by Netflix, so you know it's garbage",1
BIAS to the MAX,1
First season brilliant,0
Hot new series!,0
"Loved the Movie, Ep 3 finally got it right!",1
Very good sci fi,0
Summer Guilty Pleasure,1
Smart & funny with a great cast,0
Criminally Underrated,1
Entertaining? Maybe. Factual? Not even close.,1
Not even close to funny.,1
Best Show On TV,0
"Ill-conceived, poorly written, just second rate",0
Honest Review,1
jordon character,0
Excellent !,1
"Beautiful Girls, but not much else to recommend it",0
"Refreshing, Comical and Suspenseful!",0
Gripping show! Worth a watch,0
Garbage,1
Don't waste your time,0
SAD,0
Very much a soap not a drama,1
Kill me now,1
Bittersweet. Best to binge watch.,1
uncomfortable mix of the historical and the modern,0
yikes another sad comedy,0
Definitely Top 5 Netflix Show,0
I loved it,1
Simply fantastic!,0
My favorite TV show ever.,0
Great series!,0
Horrendous,1
America's Got Talent (but I wish it was on this show...),1
The Fosters ACTUALLY Changed My Life,0
Irrelevant,1
Best military show to date,1
Coming of age story about a boy with autism and his family,1
Much better then I expected,0
"Surrealist, awesome.",0
Slowly degraded to a soap opera.,1
very impressed.,1
By far one of the best sci-fi series to come along in a long time.,0
Really enjoyable even if you don't like country music.,0
Why do shows like this get made?,0
"Good bye, SYTYCD",1
Spoilt brat,0
Really Not That Bad,1
"Intraspective, revealing and exploring",0
"Typical FOX series, time wasted.",1
Fallen TV show,0
"a brilliant girl, with no social attachments, has to work with a secret agency to fight criminals. only she has to get in touch with the dead last memories to find the clues.",0
LAUGH TRACK SPOILED IT,0
Boresanne,0
Good TV Show,0
One of the best shows,0
Disappointed by Luke Roberts performance.,1
Laugh out loud in real life,0
Surprising,0
Love this show!,0
New Season,0
Best show ever,0
So much wrong... Where to start?,0
ok sci-fi deteriorates,0
User Rating of 7.4 how can this awful show get such a high rating?,0
The Path is it worth the watch?,0
"New version, still love it!",1
Haters Back Off - weird and not funny,0
Keep political garbage out of show,0
My generation's Twilight Zone.,1
They wrecked it,0
Great show,0
great show about mental illness,0
Post Season 1 Review,0
Can't con her this time around...,0
Really funny! Love the dialogues and characters,1
The *true* horror :(,0
If you're a lucid dreamer you will like this show,0
Dull trip to nowhere.,0
"Started out as a brilliant, promising idea, but it declined along the seasons",1
"While Amazon's synopsis may intrigue you, Ricci doesn't bring the oomph.",0
good show,1
Season 2,1
"No cooking, no fun",0
Meh,1
Love,0
I Really Tried to Like It,1
Weaving a perfect composition with style! Not for cynics.,0
The 2-for-1 deal in actress Samantha Colley spoiled both bio's for me,1
This fruit is far from Blessed,1
"I wanted to like this, but",0
"First season, i laughed all the way through, Second season is awful",1
Terrible,1
I hope & pray another network picks up LUCIFER,0
Why are you not watching this!,0
A show that is worth the watch,1
Irresponsible.,1
Your typical CBS claptrap.,0
Engrossing show,0
You can't score this higher than a 3!,0
Krypton,1
Bring back the good-ness!,1
Horrible,0
Junk,0
One of the most brilliant comebacks to an epic franchise.,0
Unfortunately it is serious,0
COMEDY IS NOT PRETTY,1
Thumbs Up,1
Murder did not look any more tempting,1
absolute drivel an insult to those of us working in ER's,0
Terrible. Turned it off after less than 10 minutes.,1
Brutal and Enthralling Superhero Show,1
I'm liking TV like this!,0
1-6 FAB Series 7 - not so much,0
Enjoyable show with lots of potential!!,0
One of the stupidest things I've ever seen on TV,1
S1 & S2 great...S3 awful,1
Brilliant,1
Great show if you understand it.,0
Actor does not fit a green beret operator's profile,0
What Did I Just Watched?,1
Mel B.,1
Progressive and real.,1
Very Promising,1
Dumb show for the dummies,0
I could not stop watching this fantastic show!!!,1
No science .. flat jokes .. poorly written songs,1
Nostalgia & Potential,1
Unbelievably politically motivated by hollywood,0
A hidden treasure,1
What a steaming pile of uber crap fest garbage,1
"Disappointing, unrealistic, far fetched, beyond clichéd",0
Flush this Schitt,1
"All right, where do I begin?",1
"Dice, reloaded...A triple parlay hit on the Yo...If you shoot dice, Ya follow. :)",0
A sad piece of juvenile writing,0
An adoption of ''The Matrix'' into the real world.,1
Highest Praises,0
"Nothing to see here, move on",0
BOSCH- It's Great,1
"Finally! Real Family Entertainment - ""Just for Funzies!""",1
A Travesty!,1
About as Frustrating as Most Dreams,0
The sarcasm,1
this show had spoiler for Homeland (this review contains no spoilers),0
Cool show - FIRME!,0
Absolutely perfect,0
"I love it, but...",0
HOME SWEET HOME,0
A Tick worth keeping,1
I just love this show - and have no idea why !,1
Must see!,1
Could Ashe be any Badder! This is the series you have been waiting for!,0
Lost its sauce,1
Awful awful awful,0
Obsessed,0
Don't listen to all these negative reviews,0
Funny Except,1
Boring boring boring,1
Firing Martin Riggs (Clayne Crawford) R.I.P To this show,1
All of These Characters are Idiots,1
Over the top ridiculous,0
Need Greece in there!,1
Love it!,0
Love The Crossing!,0
The real Miami Heat,1
Another wave of gung ho garbage,0
Haven't watched since they forced Mario out,0
Fantastic!,0
seasons 2,0
"Excellent, Easy Watching...",1
Strangely addicted to...Dick.,0
Surprisingly deep at moments,0
Absolute Masterpiece,0
Worst show on TV.,0
Sorry just slow tripe that doesn't go anywhere,0
Van Helsing fans learn to google,1
One laugh after another,0
Fabulous television,0
interconnected story lines,0
Different,0
Horrorable,0
An intolerant person masquerading as a comedian,0
As a slice of Sunday-night escapism it's pretty unbeatable.,1
"After 9 episodes- no more please, this is the worst acting cast, horrible writing, and bad directing",0
GREAT CONCEPT,0
Unwatchable drivel,1
"""Olympics Of Dance""",1
Boring and Uninspired,0
"Terrible plot, terrible characters, terrible writing all together...",0
Honesty and real feelings,1
totally unrealistic to the point of ridiculous & annoying,1
So glad it's back!,1
This Show Is Going To Need Time,0
Totally Loved it!,1
Better than it looks,0
Animal Kingdom merged with Point Break = this poor remake,1
"Nice start, horrible continuation",0
"Informative, original, hilarious",1
Watch the full season before commenting....ignore the noise!,0
Tuesday Night Scoring was awful,1
"Fascinating, but not for everyone",0
Brilliant and horrifying,1
Television at its Very Best,1
I hate her,0
Brilliant Comedy,1
Stereotyped and pointless.,0
"Beautiful scenery, but lacks excitement",1
It's not that bad,1
Ignore the critics,0
Awesome new skin on s awesome moved spin on SupermanSuperman,1
Snoozer,0
Best Surprise of 2017,0
A funny show a bit too lost in its own social commentary,0
Brilliant!,0
"I expected something like this, and I love it. Lots of potential!",1
Trying too hard,0
TV Excursion: An Opener's Heaven,0
I love Sam and want her to be my big sister,1
Painful,0
Genuinely unfunny,1
Laughed until I cried and then told everyone to watch!,1
I just binge watched the whole season,1
I couldn't wait to watch each new episode,0
Very good sci fi,0
One of best I have watched....it deserves more seasons and more votes,0
Television done right,0
"It doesn't get better, regardless what some people say",1
"An extraordinary series of science fiction. A complex, deep and entertaining Space Opera.",0
A Really Good 10 Episode Series/Well Worth Your Time To Watch,1
"Watchable, with occasional good acting.",0
Definitely give this one a try!,1
Very pretty and diverse,0
Bring it back,0
great show,0
Brilliant!,0
Please don't cancel this show. Please!,0
PLEASE RENEW THE SCORPION,0
Trite garbage for young idiots who think awkwardness is humour.,0
Joss Whedon thought of it first,0
Celebrity Big Brother,1
Best thing on TV,1
One of my favorite sitcoms,1
I love this show,0
B movie type,1
Flaming turd,0
I Forgot the Password for Wifi!,0
Could have Been So Much Better,0
Really good,0
Captain Dave deserves an Emmy,0
By Far The Best Show On Television!,1
I keep watching it and watching it and watching it.... For what ?,1
Enjoyable.,1
Entertaining but not great.,0
